Exercise_1,Exercise_2,Exercise_3,Exercise_4,Exercise_5,Exercise_6,Exercise_7,Exercise_8,Exercise_9,Exercise_10,Exercise_11,Exercise_12,Exercise_13,Exercise_14,Exercise_15,InjuryScore
16,15,15,20,20,19,19,18,19,20,17,20,23,21,21,0.7353792772072678
14,15,14,20,18,17,19,19,17,18,20,20,23,23,22,0.5766497007120668
16,16,15,18,20,19,20,18,18,20,19,17,22,22,21,0.6637464595932685
3,2,2,8,10,9,10,9,5,9,9,7,12,12,13,0.4366647559562785
2,4,2,8,7,9,9,5,7,6,10,6,12,11,11,0.3818205543520772
14,15,14,17,19,18,18,20,18,18,17,18,21,23,21,0.6170022149459748
14,16,14,18,17,18,18,19,19,17,20,18,21,23,23,0.5579761511185318
15,15,15,20,20,19,18,20,19,19,17,20,22,22,21,0.9795253976670861
1,3,3,9,7,9,8,9,7,7,7,10,11,11,11,0.33637726176344795
3,3,1,9,10,7,8,8,9,6,6,8,12,13,12,0.11469528304743903
2,2,3,5,7,5,5,7,5,9,9,9,11,12,11,0.46966648258595545
1,2,3,5,10,7,10,5,6,8,6,10,11,13,11,0.4376747016934751
14,14,16,19,18,18,17,19,20,20,20,18,21,21,23,0.988734557991652
15,14,16,20,20,18,17,17,18,20,18,19,21,23,22,0.9948061825727444
3,4,1,5,9,5,7,10,5,10,10,6,12,11,13,0.18586194224494046
14,16,16,17,18,20,20,19,18,20,18,19,21,21,21,0.5360238390832489
4,2,3,9,5,8,5,10,7,6,7,9,11,12,12,0.27127459057310543
14,14,14,19,18,18,19,17,17,18,18,19,23,23,21,0.7121692529162018
15,14,15,20,19,17,20,17,17,17,17,18,23,21,22,0.6986759758503818
1,4,1,6,10,8,10,8,10,5,10,7,11,11,12,0.33601581535857383
14,14,16,20,18,18,20,19,17,17,20,18,21,23,23,0.8122126567256976
3,4,2,6,6,10,7,6,10,8,6,8,13,11,13,0.38995263807631053
3,1,1,9,6,5,7,6,6,7,6,5,13,11,11,0.013923347693646448
15,14,15,17,19,17,20,18,20,20,17,18,23,21,22,0.564916800532434
2,4,2,10,7,9,10,6,6,9,8,10,11,13,13,0.15660398078644366
3,1,4,9,8,5,8,8,6,10,5,7,12,13,13,0.3201716604753505
3,3,2,10,8,5,9,8,6,9,7,6,13,13,11,0.14864168986704884
15,15,15,19,20,20,17,17,17,17,20,18,21,23,23,0.60336008969649
2,4,3,8,10,5,5,7,8,10,7,10,13,11,12,0.4632144007127744
16,14,16,17,17,18,20,20,17,18,18,18,22,22,21,0.5180928281876249
14,16,15,19,17,19,18,18,20,19,17,17,23,23,22,0.7127299015626865
4,4,4,7,5,6,9,8,9,8,10,7,12,11,13,0.49366933241210387
3,1,4,10,9,5,8,10,8,5,9,7,11,12,12,0.4478439737990767
15,16,15,20,17,20,19,20,18,17,20,17,21,22,22,0.5360400302676507
15,16,14,19,18,17,20,19,18,19,20,17,23,23,21,0.7914052089152276
1,4,3,9,5,6,6,8,9,7,7,7,13,11,11,0.17564601997831208
1,4,3,7,7,9,9,9,8,5,6,10,11,11,12,0.163088697905853
3,4,4,6,8,8,9,7,8,6,10,10,13,11,12,0.3601523581285475
15,14,15,17,19,18,18,20,19,17,19,18,21,21,22,0.9748241299336508
16,16,14,20,19,19,18,18,18,20,17,17,22,21,23,0.5557542510902092
4,2,3,9,8,5,7,6,9,7,5,5,12,13,11,0.14954912366852124
14,16,15,19,20,17,18,19,18,17,18,19,23,21,22,0.6567742917226502
4,4,4,10,8,6,7,9,7,7,7,9,12,12,11,0.04535411591192129
16,14,16,19,18,17,17,17,19,19,17,19,23,21,21,0.6317477198163114
16,14,14,19,20,20,17,19,18,17,17,20,21,22,21,0.8173897456322314
14,16,14,17,20,19,18,17,19,18,19,19,22,23,21,0.8245380882757125
16,15,15,20,17,18,18,18,18,18,19,18,23,21,22,0.7835508598090852
16,15,15,20,19,20,18,17,19,18,18,20,22,21,21,0.5043983688379873
1,2,1,9,8,8,10,6,8,8,9,6,11,11,12,0.4543197315644292
2,4,4,9,9,7,7,6,5,5,10,10,13,13,11,0.42380836473545536
1,4,3,5,7,5,9,8,6,7,8,7,11,12,13,0.12037017494268154
15,15,14,19,18,19,17,17,17,20,20,19,23,21,22,0.8722438591987786
1,2,1,5,6,10,9,5,10,10,7,5,12,12,13,0.4441187031144517
3,4,2,8,7,6,7,9,8,7,8,7,13,12,13,0.41472784244432515
2,3,3,8,6,7,8,6,6,6,8,8,11,12,13,0.25637258553474307
4,1,3,9,9,8,9,9,9,10,5,5,12,11,11,0.1537398817837331
15,14,16,20,18,18,20,19,18,18,19,17,23,21,23,0.8663016386203183
14,15,16,19,17,18,18,20,19,20,19,18,21,22,23,0.9492132540470736
2,3,3,9,7,9,6,6,10,7,9,5,11,12,12,0.15329671833287195
15,15,15,20,17,19,20,17,17,19,19,17,22,23,22,0.6759156657997925
14,14,15,19,20,20,20,18,17,18,19,19,21,22,22,0.6594823225381038
15,16,15,19,20,19,17,17,18,20,20,20,22,21,22,0.7549848517402094
16,15,15,20,17,20,17,17,19,18,18,20,21,21,21,0.9930182149033583
3,2,4,8,10,9,6,8,5,6,8,10,13,13,11,0.36904364150064406
16,15,14,18,18,20,18,20,17,19,20,19,22,21,22,0.7637392055036494
1,3,2,5,6,6,5,8,9,8,8,8,11,12,13,0.36467677048595903
4,3,2,8,9,9,6,8,7,9,9,10,13,11,12,0.20753011823835066
16,14,15,17,17,19,17,18,18,20,19,20,23,23,23,0.6426806967775472
14,16,16,19,20,17,18,19,18,17,18,20,22,23,21,0.5461518749154832
3,2,3,7,5,5,6,6,7,6,9,5,11,12,11,0.45360416775541434
1,3,3,5,6,5,9,6,5,8,10,5,13,13,13,0.2310244064234218
14,14,14,17,20,17,19,19,18,19,18,18,23,22,23,0.8064197413040785
15,16,15,20,18,20,19,18,17,17,19,18,22,21,22,0.5055213695281956
4,3,4,6,7,8,7,10,8,6,8,7,12,11,12,0.002187661950423303
2,1,1,7,10,8,5,8,8,5,9,5,13,13,12,0.2551480580486053
16,16,14,19,18,20,18,17,20,17,18,17,21,22,23,0.5484610812513572
3,1,1,10,8,6,8,6,5,8,8,9,11,12,13,0.13175256007393876
14,15,16,20,17,18,20,20,19,17,19,19,22,22,21,0.5942645995363146
2,2,3,5,10,6,5,9,5,9,6,8,12,11,11,0.2978983298532616
2,4,2,7,6,10,10,5,10,5,6,10,12,11,12,0.3459526066244337
2,4,3,10,5,5,8,5,10,7,5,7,12,11,13,0.17160768565019047
14,14,14,20,17,19,19,20,18,19,20,18,23,23,23,0.7596759066220573
4,1,2,6,9,8,9,6,8,7,10,8,11,12,11,0.2961307532948103
16,15,14,19,19,19,19,19,19,19,20,17,23,21,23,0.9430703784342845
15,15,14,20,20,20,17,18,18,20,18,20,21,21,22,0.60895013323535
14,16,15,19,20,18,20,20,20,17,17,20,22,21,21,0.8330160945367432
2,2,1,7,8,5,5,8,7,6,8,7,11,11,12,0.09404520720302267
1,4,3,7,10,6,5,10,5,6,6,10,13,11,13,0.24464345922954756
14,14,15,19,18,20,18,20,17,19,20,17,22,23,22,0.9876356523052683
4,2,4,6,6,8,8,9,9,8,8,9,12,12,13,0.4189521792631439
14,14,16,17,20,17,19,20,20,18,17,20,22,22,22,0.7919345761354565
1,1,4,8,8,6,7,7,7,8,7,9,11,11,12,0.27196144167689407
16,15,16,19,20,20,17,19,19,18,19,19,23,21,22,0.6538203562765847
1,1,3,5,5,7,9,10,9,9,7,10,13,13,12,0.23899583498037635
3,1,3,10,6,10,7,8,7,8,7,6,12,13,12,0.2809849769910996
14,14,14,18,19,20,19,17,20,19,17,19,23,23,22,0.8745637933860898
1,4,1,10,10,10,8,10,6,5,7,6,11,12,12,0.3768999246088839
14,14,16,19,19,17,20,17,17,17,19,19,21,21,22,0.9862682436608222
4,4,4,9,8,8,7,8,8,6,8,9,12,12,13,0.0682242925352835
2,4,4,5,9,8,8,8,6,9,6,7,11,13,12,0.4892176596110358
4,1,1,7,7,9,9,10,7,8,7,6,13,13,11,0.09483268258387978
1,1,4,10,9,10,10,8,8,7,8,10,11,13,12,0.15789791406031772
15,14,16,20,20,17,17,19,17,19,18,18,23,21,21,0.9635375280734858
14,14,16,18,18,20,19,20,18,20,19,20,21,22,21,0.84583758746712
3,2,3,6,10,9,10,9,6,6,9,9,11,12,13,0.3134374216211342
4,4,2,10,6,5,5,6,6,8,9,10,11,13,11,0.14093954454118685
14,15,16,19,18,20,19,18,20,18,18,18,22,23,21,0.7804529005360059
3,3,1,6,5,10,5,6,9,10,6,5,11,11,13,0.47551291617929137
15,16,15,19,20,20,17,17,20,20,19,20,21,21,22,0.8056828373398014
4,2,3,8,5,8,6,5,6,7,9,9,12,11,13,0.051842138271864124
15,15,15,18,18,19,18,20,19,18,20,20,22,23,22,0.653700501892475
14,16,16,17,20,20,18,20,19,20,17,18,21,23,21,0.690007582487302
15,15,15,18,18,20,18,17,18,18,18,20,22,22,21,0.5910477280154728
2,4,3,8,10,9,10,5,8,10,5,7,11,13,11,0.43757399157747445
2,4,2,7,7,7,5,8,8,9,8,8,12,13,11,0.04534498588891844
3,1,1,7,6,10,10,9,5,5,9,10,11,13,13,0.13184666439256254
14,16,14,20,19,18,20,20,20,18,19,18,21,21,21,0.8248914045451434
2,4,1,6,9,7,7,7,7,10,9,8,13,13,13,0.2784302151257134
15,16,14,19,19,18,18,19,18,19,18,20,21,21,23,0.7041839517991695
15,14,15,17,19,19,18,18,20,17,17,18,22,22,22,0.8940724826148284
1,2,3,6,7,7,5,8,9,7,9,5,11,11,12,0.06991139370646693
4,1,3,6,5,9,6,8,8,8,10,5,13,12,12,0.05216533709032334
4,3,1,5,10,5,9,5,6,10,10,9,12,12,12,0.22285314242447163
4,3,4,8,6,10,7,8,5,7,9,6,12,13,13,0.35563502876779707
14,15,14,18,18,18,17,17,19,18,20,19,23,23,23,0.5060097656437132
2,1,2,10,10,5,9,9,9,10,10,10,13,13,11,0.29378438883049973
3,3,3,10,10,10,8,9,8,5,8,5,13,12,12,0.11358233444384869
2,4,2,10,8,9,9,10,8,8,7,5,12,11,11,0.3339913711652577
15,16,14,20,18,18,20,20,18,20,17,20,21,22,21,0.6910350007099405
15,14,15,18,17,17,20,17,20,20,20,18,21,22,22,0.6784128706608102
15,14,14,17,19,17,17,20,20,18,19,19,23,23,21,0.8470635381376016
16,15,16,20,19,18,20,20,17,20,19,20,23,22,21,0.6545020077427909
16,15,15,18,17,17,17,19,17,20,20,17,21,21,22,0.5771447528747325
3,4,4,7,7,9,8,5,6,5,7,10,11,11,13,0.40307728845518
4,3,3,5,9,10,7,10,9,7,10,7,13,13,13,0.23603210749761006
16,16,14,17,17,20,19,19,19,18,18,17,22,21,22,0.8391521912126798
16,15,14,19,18,19,19,17,20,17,20,19,22,22,23,0.6126060135008097
16,15,15,17,20,17,19,20,18,18,20,18,22,23,21,0.7286192998431327
3,4,3,6,8,6,6,9,5,7,5,8,12,11,11,0.47209351629094676
14,16,15,18,20,19,20,19,18,17,20,20,21,21,23,0.9855035341849052
15,14,16,18,20,19,17,17,20,20,20,17,21,21,23,0.5444378158400605
16,15,14,18,18,20,18,20,19,17,19,18,21,22,22,0.9389594882103873
14,16,14,17,17,19,20,17,20,19,20,17,23,23,22,0.8935506728768557
14,16,14,17,19,20,17,19,17,19,18,20,22,21,22,0.9907405539329378
3,1,4,9,9,7,6,5,7,8,10,5,11,13,13,0.390998415453391
1,2,4,5,8,10,10,5,5,5,10,8,12,12,13,0.3855596042896242
16,16,16,20,17,20,17,18,18,19,17,19,21,21,21,0.5475391853388535
1,1,4,10,6,6,5,8,6,5,10,5,12,11,11,0.10512776844261551
3,1,3,6,5,7,9,8,6,10,10,9,13,12,13,0.312467412410387
16,15,14,17,19,20,17,18,19,19,20,18,22,22,22,0.5961227176524688
16,16,16,20,20,17,19,17,18,19,19,17,22,21,22,0.6214568849182286
2,4,3,9,7,9,7,8,10,6,8,10,11,13,12,0.4784902456094905
3,1,4,5,5,8,7,8,10,9,10,5,12,12,13,0.3372719330909195
16,16,14,20,20,17,20,18,18,20,17,19,22,23,22,0.8062140262887488
2,1,2,10,9,9,7,6,7,5,9,8,11,11,13,0.16691079319914848
14,14,16,18,17,18,18,18,20,17,18,20,23,22,22,0.6484967461173012
14,16,14,17,19,18,19,18,18,19,18,19,23,23,23,0.8265872322863905
4,3,1,8,10,5,6,7,7,5,9,5,13,13,11,0.04601743993135776
4,4,2,5,9,8,9,10,9,9,5,7,12,13,13,0.4174729913326167
4,1,3,7,6,10,8,7,10,5,8,7,13,13,11,0.26546563614999785
16,15,16,18,20,19,17,17,19,20,19,17,23,22,22,0.8759337431124025
16,14,16,17,20,18,17,20,17,20,20,19,23,21,22,0.7397916912658364
15,15,16,20,17,17,20,19,19,18,18,17,23,21,21,0.5864667605101388
2,4,1,7,10,8,6,8,10,7,9,7,12,13,13,0.4789796325340636
3,2,1,5,10,7,10,9,5,8,5,10,11,13,12,0.004738924816019563
4,4,2,5,6,7,5,10,6,6,9,10,12,11,12,0.21023776411618778
3,2,2,9,6,5,8,7,6,10,8,10,11,12,13,0.4182181718792498
3,3,2,7,5,8,6,5,5,9,10,7,11,12,11,0.04063773924996472
1,3,1,6,7,5,6,9,6,6,7,7,13,12,12,0.024353963689363378
2,1,4,6,9,9,7,8,6,10,9,10,12,13,13,0.37237101157374064
15,16,15,20,17,20,17,20,18,19,18,17,22,22,21,0.9324102510077276
2,1,1,7,7,8,5,9,10,8,5,10,13,12,13,0.3084929288139038
2,1,3,5,6,9,10,5,9,5,8,8,11,12,11,0.37005080565671955
3,3,3,7,5,5,5,5,6,8,6,7,12,13,11,0.3156078921458817
15,16,14,17,18,19,17,19,17,17,20,19,22,21,23,0.9426530138958017
4,3,1,9,5,6,10,7,7,7,6,5,12,13,12,0.41816235253194767
4,1,1,8,10,9,8,10,6,6,10,6,13,11,13,0.011484272742816604
1,3,3,10,10,5,8,9,10,10,5,10,12,13,11,0.4451364212545448
3,4,3,7,5,6,8,9,7,5,5,5,13,13,12,0.3614453755818705
1,2,4,6,10,9,5,6,6,10,7,5,13,12,13,0.09808162214487126
16,14,15,17,20,17,20,20,18,19,19,18,21,21,22,0.7866632662737172
14,14,14,18,20,20,18,20,17,17,17,17,23,22,23,0.626102977390564
14,14,15,20,19,19,19,20,20,18,17,20,21,22,22,0.9294839935016462
3,2,4,10,8,9,5,10,8,8,7,8,12,13,13,0.21681286804747746
16,16,14,20,20,20,18,17,18,20,20,17,22,23,23,0.7211428692109221
2,2,2,8,7,8,10,9,7,10,7,6,12,11,13,0.09082752733748745
15,14,14,20,20,19,17,17,20,17,17,20,21,21,23,0.9498803580492672
2,3,4,6,8,7,7,10,7,6,6,9,12,13,12,0.1452770087372004
14,16,15,20,18,18,20,18,19,20,18,17,23,22,22,0.862732907260296
15,16,15,18,19,17,17,17,19,20,17,17,23,22,21,0.7522010783187262
2,4,2,6,8,10,10,7,6,6,7,6,11,11,12,0.16575265451905685
14,16,15,18,20,17,20,20,20,20,17,18,23,21,21,0.7454883911604141
1,4,4,7,5,6,7,6,5,6,8,6,13,11,11,0.03137052130529028
14,15,16,18,18,19,18,19,20,17,17,19,21,21,22,0.6349781565161463
2,3,2,9,5,9,8,5,7,10,9,5,12,12,13,0.08731652503865117
15,16,15,17,17,20,17,19,20,17,18,20,22,21,23,0.8592612864085754
15,14,16,19,19,20,19,17,18,17,17,18,21,23,23,0.5025788360379854
16,15,14,17,17,18,18,19,19,18,17,18,23,23,23,0.886463881978856
1,2,1,7,6,7,10,5,7,6,10,9,13,13,13,0.3835241747230471
2,4,3,7,10,9,9,7,9,6,7,6,12,11,12,0.46835926372511627
14,14,15,17,18,19,18,17,18,20,19,20,23,21,23,0.805473043527801
14,16,14,17,18,18,17,20,19,20,19,17,22,22,21,0.7266619215930648
3,3,1,6,8,7,9,5,5,10,5,9,12,13,11,0.004805195080568425
15,14,14,18,20,17,19,17,19,17,19,19,23,21,21,0.8561879672807026
3,1,3,8,7,8,10,10,5,10,6,9,11,13,11,0.018162257042788177
15,16,14,18,17,18,20,20,18,17,17,18,22,23,22,0.8016368607302126
15,14,16,20,18,20,19,20,20,19,20,20,22,21,21,0.846775537069651
16,15,16,20,17,18,19,20,19,17,18,20,23,22,21,0.5409419109242765
16,16,14,18,20,17,18,19,17,18,20,18,23,21,21,0.7135391619949073
2,2,3,6,9,9,7,7,9,8,7,5,12,11,13,0.34890709797271935
15,16,14,18,20,18,20,18,17,19,18,19,21,22,22,0.5391915676664817
16,16,15,17,18,17,17,20,18,17,17,17,21,23,22,0.7824576955927153
16,16,14,20,17,17,17,18,17,17,20,18,21,22,22,0.9332471356464376
14,16,16,17,18,17,17,20,20,18,20,17,23,21,21,0.518068887266605
15,15,14,17,17,17,19,20,17,20,18,19,21,23,23,0.8666484549231034
16,15,16,17,18,19,20,17,19,18,17,19,22,21,23,0.7285475270262657
4,2,3,10,10,7,5,5,8,7,7,10,12,12,12,0.2599297010203059
16,14,14,19,18,20,17,18,18,17,17,19,21,21,21,0.8363615908769815
16,14,16,18,19,19,20,20,19,18,19,20,23,23,23,0.696972278572251
1,1,1,6,7,5,6,7,10,8,8,5,11,12,13,0.1910905207755439
16,15,16,18,17,18,18,20,19,17,20,17,22,21,21,0.6209677213336651
4,1,2,8,9,5,10,10,9,8,6,6,13,12,11,0.31089686783755266
1,4,4,7,9,10,5,5,7,5,10,10,13,12,11,0.012821883205704543
16,16,16,18,19,18,17,18,20,20,18,19,22,21,22,0.7731519819533437
1,2,3,7,8,8,10,10,6,8,7,9,13,13,13,0.4274400780935287
14,14,15,20,17,17,20,19,17,20,20,17,23,21,23,0.8804350184164877
15,16,15,17,19,17,20,20,20,17,20,18,21,21,21,0.521540042004273
3,3,3,10,6,8,7,9,7,5,7,5,12,12,11,0.47454138344320795
4,2,3,5,8,7,5,10,10,6,6,7,13,13,11,0.2578151282990099
4,3,2,9,10,6,6,6,8,9,8,9,11,13,12,0.15454673663084806
14,16,16,20,18,18,20,20,18,20,20,20,23,22,21,0.9126187683794643
2,2,2,7,7,10,8,8,5,8,6,5,12,13,13,0.12347427400139765
15,14,16,19,17,17,19,18,18,18,20,18,22,22,22,0.8118867996239829
4,1,2,7,10,9,6,5,6,10,8,6,13,13,13,0.21217358499762218
1,1,4,10,9,8,8,10,7,7,7,9,12,12,11,0.2710571746677496
3,4,1,9,8,10,6,6,9,8,8,10,11,12,11,0.07554061960870251
15,14,14,17,19,18,20,20,19,17,18,20,21,23,22,0.5142444731198158
14,14,14,19,17,17,17,18,17,17,19,20,21,23,22,0.6858321010998555
16,14,15,19,19,18,19,18,19,19,17,18,21,22,23,0.6926855297522375
2,2,2,9,10,9,9,9,9,10,8,9,12,12,12,0.016358011943564232
1,1,2,8,6,9,6,6,6,5,10,7,11,13,13,0.1707020510273335
16,16,16,20,20,19,19,17,20,18,17,19,22,23,21,0.9105587463895499
4,2,1,5,7,6,5,5,6,10,7,8,13,11,13,0.04600779698810398
3,3,4,6,7,9,8,8,7,8,10,8,13,13,11,0.2535621528976094
2,3,4,7,10,7,7,7,9,6,5,5,12,11,13,0.31273851579408785
16,14,14,20,18,18,17,18,18,20,18,19,23,23,21,0.9924356838747251
3,4,2,7,8,6,9,9,10,5,8,7,11,12,11,0.48698458088510654
4,1,3,5,6,9,5,10,5,9,8,9,13,13,13,0.3317956285827036
16,15,14,20,20,18,17,19,19,19,17,18,21,21,21,0.9269885357219008
16,15,14,20,19,20,17,18,18,19,19,17,21,22,23,0.9698928103467174
4,2,4,9,10,5,7,9,6,9,7,8,11,13,11,0.17261248115062722
15,14,15,17,20,18,19,18,20,20,17,17,23,23,23,0.8545193456057184
15,16,14,20,17,17,20,19,17,19,19,17,22,23,21,0.6636996628909513
3,3,4,7,9,10,6,7,9,5,10,6,11,12,11,0.3347538366109474
2,1,2,5,7,5,8,9,9,7,7,5,12,13,13,0.2497224272956564
14,15,15,20,20,17,17,18,17,19,19,20,21,23,22,0.6556007157314363
14,15,16,17,17,19,17,17,20,18,19,20,21,22,22,0.8953242781567504
14,14,14,20,17,19,19,20,18,17,18,17,22,23,23,0.9385089303631475
15,14,14,17,17,17,17,19,19,20,17,17,21,21,21,0.8768022146722326
1,1,1,7,5,7,8,10,5,9,5,6,12,11,11,0.34211472780698093
14,16,16,18,18,18,20,19,17,18,19,19,21,23,21,0.8007355545012457
15,14,16,17,19,20,18,18,18,19,20,20,23,21,22,0.9980950279431102
2,2,1,10,6,6,7,5,7,7,6,7,13,12,11,0.44991398101960045
14,16,14,18,18,20,19,17,18,18,20,20,23,21,22,0.7742378598363082
15,15,16,18,17,17,18,19,17,18,18,20,22,23,21,0.6863524975350086
15,15,14,19,17,19,17,20,18,17,20,18,23,21,22,0.6247303707268412
14,16,14,18,17,19,19,18,19,17,17,20,23,22,21,0.6993130296762801
15,16,15,17,19,18,18,19,20,17,19,20,23,22,23,0.9535027315703735
15,16,16,18,19,19,20,17,19,17,17,17,22,22,22,0.6625977716850425
2,4,2,9,8,7,10,5,5,6,10,10,11,13,13,0.48586285719779954
2,4,1,9,7,7,6,7,7,8,6,5,12,12,12,0.10774169016589064
16,15,16,20,17,19,18,20,19,20,18,19,22,21,22,0.8522558335422018
1,4,3,8,8,10,9,10,6,7,10,6,12,12,12,0.06611820181894901
4,3,4,8,7,9,8,8,5,6,6,10,12,13,13,0.10181340978356934
15,16,15,20,17,20,19,20,17,19,18,17,21,22,23,0.5227841032899458
14,15,14,18,18,18,17,20,19,17,18,20,22,21,23,0.7894569552641137
4,4,1,5,5,6,8,10,9,6,10,8,11,11,13,0.3666945280651691
1,4,3,10,6,9,9,7,6,5,9,10,12,12,13,0.14960616537028937
1,3,3,5,7,10,9,7,6,8,10,10,11,13,12,0.4107403282285669
2,1,4,8,7,9,8,8,8,7,7,9,12,11,12,0.3580723034104324
4,4,1,7,9,9,7,9,7,6,7,6,12,12,11,0.17577483022103746
15,14,16,17,18,17,19,19,18,19,17,17,21,22,23,0.9765873953130565
15,14,14,17,17,17,20,17,17,17,19,17,22,22,22,0.9673248579876973
15,15,14,20,17,18,20,19,17,20,17,19,21,21,22,0.6025653782385556
14,14,14,17,20,19,17,20,19,19,18,19,23,23,22,0.5668949341507994
15,14,15,17,20,17,20,20,19,20,17,19,21,23,23,0.8252706890233259
16,16,16,19,20,17,18,20,20,19,18,19,23,22,23,0.8347502277842155
1,4,2,6,7,7,9,7,5,9,7,9,11,13,13,0.4720294097982387
1,1,1,7,6,8,7,8,10,10,6,10,11,11,11,0.1960338997076876
3,4,4,6,9,8,10,10,10,7,9,6,12,13,12,0.4668638583061765
14,14,16,18,19,17,19,18,17,17,19,17,23,21,23,0.5342140294286046
1,4,2,7,7,10,7,5,6,10,9,5,11,12,11,0.13461836776756664
3,3,1,6,8,10,9,9,8,10,10,10,13,11,12,0.24158107940270368
16,15,16,17,17,18,17,17,19,17,17,18,23,21,22,0.5526176982682505
3,2,2,6,5,7,5,5,7,8,10,5,12,11,11,0.19193204218017879
2,3,4,9,9,8,8,5,8,7,7,5,12,11,12,0.29844154335730877
14,15,16,17,17,17,20,19,19,18,20,18,23,22,22,0.7189175850688314
1,3,3,6,5,7,8,9,7,6,6,10,13,11,13,0.24016599732689947
14,16,14,19,18,18,19,17,19,20,17,18,22,22,21,0.7055381041640104
15,14,15,18,18,18,18,19,18,20,18,20,21,22,23,0.8797146918215343
15,16,15,20,18,19,18,19,17,20,18,17,21,23,23,0.7321477906279655
16,16,15,20,18,17,20,20,19,19,18,17,22,23,23,0.7996346103713297
16,16,16,17,19,17,19,18,17,18,19,17,21,21,22,0.958051174416311
4,3,4,5,5,9,8,6,6,5,5,10,11,12,13,0.4946030768686617
3,1,1,6,9,8,5,6,9,8,7,9,13,11,13,0.0138286383549594
15,14,16,18,17,19,19,19,18,18,20,18,21,23,22,0.7094505867297436
15,14,15,20,19,19,17,17,20,17,17,20,23,21,23,0.5913321153336678
16,15,15,20,17,20,20,18,19,20,20,18,23,23,22,0.5341649657591103
16,15,15,18,20,19,19,18,18,20,20,17,22,23,21,0.5411280257621051
3,3,2,9,9,10,8,7,10,10,6,7,12,13,13,0.00885007887902367
2,2,3,10,9,10,5,10,9,9,7,9,12,13,13,0.19360890108760664
3,1,2,5,5,6,6,5,6,8,9,10,11,13,12,0.4735528658507562
3,2,3,5,6,10,8,9,6,8,6,5,13,11,13,0.09034970864140146
16,14,15,17,19,18,18,19,19,18,18,20,22,23,21,0.8903917197579847
15,15,16,17,19,20,19,18,20,18,19,17,21,23,21,0.7322548961227593
16,16,15,18,17,19,18,20,19,18,17,17,21,22,22,0.935285236930091
14,15,16,20,19,20,18,20,18,20,20,18,21,21,21,0.6492835136478893
3,2,3,8,7,10,5,10,7,8,6,8,13,12,13,0.047389134850723935
1,1,3,5,5,9,8,8,9,6,10,9,12,12,13,0.08191488180928752
16,15,16,19,18,19,20,17,20,18,17,17,23,21,22,0.9434902506121482
3,2,4,9,5,7,7,7,7,8,7,8,13,12,11,0.01848807938488284
1,3,2,8,9,7,5,8,8,10,6,7,12,12,11,0.2706370146912881
3,2,3,10,9,10,8,10,8,10,7,8,13,13,11,0.2590376955655137
3,1,4,8,9,5,7,6,9,9,7,7,13,13,13,0.2306641615487084
15,16,14,20,17,18,19,17,20,20,18,17,21,23,23,0.9129941708574626
14,15,14,20,19,18,20,19,20,18,18,18,22,22,23,0.7368398108161037
2,3,1,8,7,5,9,7,5,6,6,6,11,13,11,0.31150161411545174
1,1,1,6,6,6,10,8,7,9,6,9,12,13,11,0.18403259649879422
2,1,1,5,8,8,8,7,8,9,10,7,13,12,11,0.25733575804722775
3,3,3,10,10,9,7,9,6,10,9,5,11,11,11,0.4483500824089909
16,15,15,17,20,18,17,19,19,18,19,18,22,23,21,0.5702920041169675
4,3,3,8,5,10,9,10,8,8,9,10,13,11,13,0.23198166674954024
2,3,3,10,10,10,8,8,8,5,8,7,12,12,13,0.4229445150349177
3,4,2,9,7,7,7,5,10,7,5,10,11,12,12,0.23137089253750087
2,2,4,7,7,8,10,6,6,5,8,6,12,12,12,0.15415661883446907
14,16,14,19,17,20,17,17,19,17,20,20,23,22,22,0.7115193334587279
14,14,15,17,18,20,18,18,17,18,17,18,22,23,22,0.7709643095644123
14,15,15,17,19,17,18,20,20,17,18,18,23,21,23,0.8923178827105849
4,4,2,7,7,5,10,6,6,9,7,7,12,13,13,0.14499884717716938
3,3,3,7,6,10,10,9,6,5,6,9,13,12,12,0.00871947824720154
4,1,3,7,7,10,6,6,8,5,10,10,13,11,11,0.34786214505198676
16,16,16,18,17,19,19,19,18,20,17,18,23,22,22,0.952333566915905
1,1,1,9,7,8,9,9,6,8,10,9,12,13,11,0.34227167929635394
15,14,16,19,20,18,18,18,20,20,19,20,21,21,23,0.5387843112606686
15,15,15,19,19,19,18,20,18,18,19,17,21,22,22,0.9146401777015855
4,1,1,7,8,10,9,8,8,9,9,9,12,12,13,0.4802195597505521
15,14,14,19,17,20,19,18,17,17,19,20,21,23,22,0.8840016673699842
16,14,15,20,20,17,17,18,17,20,20,17,22,21,21,0.781103922581777
4,2,3,10,9,6,6,9,10,5,9,5,11,13,11,0.1944693294649953
1,4,2,10,10,5,5,9,5,5,7,7,13,11,13,0.17753218884351574
15,16,16,18,18,17,20,20,17,18,18,18,23,22,22,0.9800712009321539
16,16,15,19,19,19,19,19,18,19,18,19,22,22,22,0.5525349968959551
1,3,2,6,5,9,6,8,10,9,10,8,13,12,12,0.058740347370297985
4,3,2,8,5,5,7,8,5,10,10,10,13,12,12,0.18829614847378362
2,3,3,6,5,10,7,6,8,6,6,7,11,12,11,0.3937939497231464
16,14,16,18,20,18,19,19,19,19,20,17,23,22,21,0.9490771403532516
